Reported,TimeReported,Location,ReportNum,Occurred,TimeOccurred,IncidentType,Summary,GROUP1,Weekdays
1/28/2015,4:01 PM,PARKING STRUCTURE D,1500343,1/28/2015,4:00 PM,NARCOTICS,Three students were cited to Judicial Affairs for smoking marijuana at the location.,SUBSTANCE ABUSE,Thursday
1/28/2015,4:06 PM,PARKING STRUCTURE B,1500344,1/28/2015,4:00 PM,EH&S,Two students were counseled about the dangers of their actions after they were observed standing on a ledge inside the location.,HEALTH & SAFETY,Thursday
1/28/2015,6:23 PM,VALLEY WAREHOUSE BUILDING,1500345,1/28/2015,10:00 AM,THEFT-MOTOR VEHICLE,A suspect removed a vehicle battery.,THEFT,Thursday
1/28/2015,9:19 PM,PARKING STRUCTURE A,1500346,1/28/2015,9:00 PM,PROPERTY,Currency was found at the location and turned in to DPS Lost & Found.,THEFT,Thursday
1/28/2015,10:11 AM,CLINICAL SCIENCE CENTER,1500348,1/28/2015,10:15 AM,FIRE,A fire alarm was activated by dust from construction.,HEALTH & SAFETY,Thursday
1/29/2015,9:08 AM,JEFFERSON BUILDING,1500350,1/29/2015,9:05 AM,SERVICE,A student was treated and released at the scene after fainting.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,9:31 AM,JEFFERSON BL & CATALINA ST,1500351,1/28/2015,9:30 PM,BURGLARY-MOTOR VEHICLE,"A suspect removed a sweater, goggles, snow chains and a GPS unit.",THEFT,Thursday
1/29/2015,10:28 AM,DOWNEY WY & WATT WY,1500352,1/29/2015,6:00 PM,TRAFFIC,"A bus collided with a parked University vehicle, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,9:00 AM,WAITE PHILLIPS HALL OF EDUCATION,1500353,1/29/2015,9:00 AM,EH&S,"A chemical odor was reported inside the location, but the source could not be located and the smell subsequently dissipated.",HEALTH & SAFETY,Friday
1/29/2015,11:07 AM,CHASE,1500354,1/29/2015,11:00 AM,TRESPASS,A suspect was detained for trespassing at the location and served with a notice that he would be arrested if he returned.,HEALTH & SAFETY,Friday
1/29/2015,12:08 PM,JOHN STAUFFER PHARMACEUTICAL SCIENCES CENTER,1500355,1/29/2015,12:06 PM,SERVICE,A staff member was transported to a local hospital for treatment of an unspecified illness.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,2:09 PM,SEELEY WINTERSMITH MUDD MEMORIAL HALL OF PHILOSOPHY,1500357,1/29/2015,1:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Friday
1/29/2015,2:22 PM,SEELEY WINTERSMITH MUDD MEMORIAL HALL OF PHILOSOPHY,1500358,1/29/2015,2:10 PM,VEHICLE CODE,"An unidentified bicyclist collided with a parked University vehicle, causing minor damage to the vehicle.",ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,3:50 PM,VIVIAN HALL OF ENGINEERING,1500359,1/15/2015,9:00 AM,PROPERTY,A student reported his bicycle missing.,THEFT,Friday
1/29/2015,3:26 PM,EXPOSITION BLVD. PARKING STRUCTURE,1500360,1/29/2015,3:00 PM,SERVICE,A welfare check was conducted on a staff member at the location.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,4:48 PM,EXPOSITION BLVD. PARKING STRUCTURE,1500361,1/27/2015,3:55 PM,PROPERTY,"A roll up gate lowered and struck a student's vehicle as she was exiting the location, causing minor damage.",THEFT,Wednesday
1/29/2015,3:58 PM,MARK TAPER HALL OF HUMANITIES,1500362,1/29/2015,3:58 PM,PROPERTY,A bicycle was recovered from a theft suspect at the location.  The owner could not be located.,THEFT,Friday
1/29/2015,3:40 PM,PARKING STRUCTURE D,1500363,1/29/2015,3:40 PM,VANDALISM,A suspect scratched graffiti into an elevator wall.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,6:43 PM,30TH ST & GRAND AVE,1500364,1/29/2015,6:00 PM,TRAFFIC,"A staff member driving a University tram collided with a non-USC male driving his personal vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,7:43 PM,PARKING STRUCTURE A,1500365,1/29/2015,7:25 PM,ADMINISTRATIVE,Currency was found at the location and turned in to DPS Lost & Found.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,8:46 PM,EILEEN L. NORRIS CINEMA THEATRE,1500367,1/29/2015,8:35 PM,BATTERY,A student reported that a suspect touched her twice without her consent.,PHYSICAL HARM,Friday
1/29/2015,9:29 PM,29TH ST & CATALINA ST,1500368,1/29/2015,9:29 PM,VEHICLE CODE,A non-USC male was arrested for driving under the influence of alcohol.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,7:23 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500369,1/29/2015,7:23 PM,SERVICE,A student was transported to a local hospital for treatment of flu like symptoms.,ADMIN/SERVICE/COMPLAINT,Friday
1/29/2015,11:24 PM,SIGMA NU,1500370,1/29/2015,11:24 PM,ALCOHOL,A student was transported to a local hospital for treatment following an alcohol overdose.,SUBSTANCE ABUSE,Friday
1/30/2015,12:32 AM,JEFFERSON BL & CATALINA ST,1500371,1/30/2015,12:20 PM,TRAFFIC,"A student drove a University vehicle into an unidentified subject's parked vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,2:23 AM,MAY ORMEROD HARRIS RESIDENCE HALL,1500373,1/30/2015,1:35 AM,DISTURBANCE,Four students were cited to Judicial Affairs for consuming alcohol in a dorm room at the location.,ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,2:04 AM,FLUOR TOWER,1500374,1/30/2015,2:00 AM,ALCOHOL,A student was transported to a local hospital for treatment following an alcohol overdose.,SUBSTANCE ABUSE,Saturday
1/29/2015,10:25 PM,TROY HALL,1500375,1/30/2015,2:40 AM,WARRANT,A suspect was arrested for an outstanding warrant.,WARRANT,Saturday
1/30/2015,12:53 AM,28TH ST & FIGUEROA ST,1500376,1/30/2015,12:50 AM,FORCIBLE SEX OFFENSE,A student was arrested for possession of a fake ID.,SEXUAL ASSAULT,Saturday
1/30/2015,9:35 AM,SOCIAL WORK CENTER,1500378,1/28/2015,1:00 PM,SERVICE,A student reported that she was concerned about another student's welfare due to her recent behavior.,ADMIN/SERVICE/COMPLAINT,Thursday
1/30/2015,10:42 AM,ELVON & MABEL MUSICK LAW BUILDING CENTER,1500379,1/30/2015,10:40 AM,SERVICE,A staff member was transported to a local hospital for treatment of an unspecified illness.,ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,10:48 AM,1155 24TH ST,1500380,11/7/2015,12:00 AM,SERVICE,A student reported receiving an inappropriate text message from his building manager.,ADMIN/SERVICE/COMPLAINT,Sunday
1/30/2015,12:01 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500381,1/30/2015,11:50 AM,THEFT-PETTY,A suspect removed a purse.,THEFT,Saturday
1/30/2015,11:50 AM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500382,1/30/2015,11:40 AM,SERVICE,A student was examined and released at the scene after injuring his ankle.,ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,1:45 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500383,1/31/2015,1:30 PM,SERVICE,A student was transported to a local hospital for medical treatment after experiencing severe abdominal pains.,ADMIN/SERVICE/COMPLAINT,Sunday
1/30/2015,2:58 PM,HEALTHCARE CENTER 1,1500384,1/30/2015,12:00 AM,SERVICE,A staff member was transported to a local hospital for medical treatment after experiencing stomach pains.,ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,2:59 PM,JOHN HUBBARD HALL,1500385,1/30/2015,10:00 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Saturday
1/30/2015,6:10 PM,34TH ST & FIGUEROA ST,1500386,1/30/2015,6:05 PM,TRAFFIC,"A staff member driving a University tram collided with a Metro bus, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,7:04 PM,JEFFERSON BL & MCCLINTOCK AVE,1500387,1/30/2015,7:00 PM,TRAFFIC,"A student drove his vehicle into a non-USC female's vehicle, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,7:36 PM,27TH ST & FIGUEROA ST,1500389,1/30/2015,7:35 PM,TRAFFIC,"A student driving a University vehicle collided with a non-USC male driving his personal vehicle, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Saturday
1/30/2015,10:44 PM,HEALTHCARE CENTER 2,1500390,1/31/2015,10:30 PM,THEFT-PETTY,A suspect removed a cellular phone.,THEFT,Sunday
1/31/2015,2:06 AM,1256 29TH ST,1500391,1/31/2015,4:16 AM,ALCOHOL,A student was examined and released at the scene following an alcohol overdose.,SUBSTANCE ABUSE,Sunday
1/31/2015,4:14 AM,REGAL TROJAN ARMS,1500392,1/31/2015,2:26 AM,VANDALISM,A student kicked a hole in an apartment wall and smashed several items of personal property.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,2:26 AM,EXPOSITION BL & TROUSDALE PKY,1500393,1/31/2015,10:04 AM,ROBBERY,Three suspects used force to remove a two-way radio from a non-USC male and were subsequently arrested.,THEFT,Sunday
1/31/2015,10:04 AM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTITUTE,1500394,1/31/2015,7:03 AM,SERVICE,A non-USC female was transported to a local hospital for medical treatment after she tripped and fell inside the location.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,7:04 AM,29TH ST & ORCHARD AVE,1500395,1/31/2015,2:00 PM,THEFT-PETTY,A suspect removed a backpack and was subsequently arrested.,THEFT,Sunday
1/31/2015,2:20 PM,TEMPORARY RESEARCH FACILITY,1500396,1/31/2015,3:11 PM,SERVICE,A staff member was transported to a local hospital for treatment of a cut to his thumb.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,3:11 PM,PAD APTS,1500397,1/31/2015,1:00 PM,SERVICE,A welfare check was conducted on a student at the location and he was found unharmed.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,1:11 PM,THE LORENZO APARTMENTS,1500398,1/31/2015,6:05 PM,DOMESTIC VIOLENCE,A student was assaulted by her boyfriend.,PHYSICAL HARM,Sunday
1/31/2015,6:06 PM,23RD ST & FIGUEROA ST,1500399,1/31/2015,8:30 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Sunday
1/31/2015,7:36 PM,UNIVERSITY GATEWAY APARTMENTS,1500400,1/31/2015,7:28 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Sunday
1/31/2015,7:28 PM,THE LORENZO APARTMENTS,1500401,1/31/2015,10:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after feeling faint.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,10:26 PM,ENTRANCE GATE 6,1500402,1/31/2015,10:00 PM,PROPERTY,Currency was found at the location and turned in to DPS Lost & Found.,THEFT,Sunday
1/31/2015,10:00 PM,KECK HOSPITAL OF USC,1500403,1/31/2015,11:30 PM,VANDALISM,A non-USC male was arrested for vandalizing a restroom at the location.,ADMIN/SERVICE/COMPLAINT,Sunday
1/31/2015,11:29 PM,MAY ORMEROD HARRIS RESIDENCE HALL,1500404,2/1/2015,10:59 PM,HEALTH & SAFETY,Four students were cited to Judicial Affairs for smoking marijuana at the location.,ADMIN/SERVICE/COMPLAINT,Monday
1/31/2015,10:55 PM,COLLEGE RESIDENCE HALL,1500405,2/1/2015,2:30 AM,SERVICE,A student was transported to a local hospital for treatment of a back injury.,ADMIN/SERVICE/COMPLAINT,Monday
2/1/2015,2:23 AM,JEFFERSON BL & ORCHARD AV,1500406,2/1/2015,2:45 AM,ALCOHOL,A student was transported to a local hospital for medical treatment following an alcohol overdose.,SUBSTANCE ABUSE,Monday
2/1/2015,2:49 AM,PARKING STRUCTURE C,1500407,2/1/2015,4:29 PM,TRAFFIC,Currency was found at the location and turned in to DPS Lost & Found.,ADMIN/SERVICE/COMPLAINT,Monday
2/1/2015,4:29 PM,DEAN BARTLETT CROMWELL FIELD (HOUSE),1500410,2/2/2015,3:04 AM,PROPERTY,"A student was arrested for possession of marijuana, cited and released.",THEFT,Tuesday
2/2/2015,12:36 AM,COLLEGE RESIDENCE HALL,1500411,2/2/2015,2:35 AM,ASSAULT,A student was cited to Judicial Affairs for smoking marijuana at the location.,PHYSICAL HARM,Tuesday
2/2/2015,8:53 AM,HEALTHCARE CENTER 4,1500414,1/31/2015,8:00 AM,HARASSMENT,A staff member reported that she feared for her safety after filing a domestic violence report involving her boyfriend.,NON-PHYSICAL,Sunday
2/2/2015,10:57 AM,PARKSIDE RESIDENTIAL BUILDING,1500415,2/1/2015,4:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Monday
2/2/2015,12:09 PM,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,1500421,2/2/2015,2:00 PM,PROPERTY,A student reported her bicycle missing.,THEFT,Tuesday
2/2/2015,2:56 PM,1129 27TH ST,1500422,2/2/2015,11:30 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/2/2015,2:34 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500423,2/2/2015,9:17 AM,SERVICE,A student was observed on surveillance cameras possibly swapping an old backpack for a new one he removed from a display rack.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/2/2015,8:23 AM,EXPOSITION BL & CATALINA ST,1500424,2/2/2015,8:23 AM,VEHICLE CODE,A suspect was arrested for driving a vehicle without the owner's consent.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/2/2015,5:22 PM,CLINICAL SCIENCE CENTER,1500425,2/2/2015,5:00 PM,FIRE,A staff member extinguished a small fire that started when alcohol fumes were ignited by a gas burner in a laboratory at the location.,HEALTH & SAFETY,Tuesday
2/2/2015,2:22 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500426,1/30/2015,12:01 AM,FORCIBLE SEX OFFENSE,A student reported that she was sexually assaulted by another student.,SEXUAL ASSAULT,Saturday
2/2/2015,10:08 PM,MARK TAPER HALL OF HUMANITIES,1500427,2/2/2015,9:15 PM,PROPERTY,A wallet was found at the location and turned in to DPS Lost & Found.,THEFT,Tuesday
2/3/2015,7:40 AM,UNIVERSITY GARDENS,1500428,2/3/2015,7:40 AM,FIRE,A staff member used a garden hose to extinguish smoldering mulch in a planter at the location.,HEALTH & SAFETY,Wednesday
2/3/2015,10:47 AM,39 CONGRESS ST,1500430,2/2/2015,2:00 PM,DISTURBANCE,A non-USC female yelled profanities at staff members inside the location.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/3/2015,12:26 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500431,1/8/2015,12:00 PM,PROPERTY,A staff member reported a pallet of books missing.,THEFT,Friday
2/3/2015,2:02 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500432,2/3/2015,5:56 AM,SERVICE,A terminated staff member was trespassing at the location.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,3:48 PM,WAITE PHILLIPS HALL OF EDUCATION,1500433,2/3/2015,2:00 PM,PROPERTY,A student reported her bicycle missing.,THEFT,Wednesday
2/3/2015,12:32 PM,TOWN & GOWN,1500434,2/13/2015,12:28 PM,SERVICE,A non-USC male was examined and released after experiencing chest pains.,ADMIN/SERVICE/COMPLAINT,Saturday
2/3/2015,4:59 PM,UNIVERSITY PARKING CENTER,1500436,2/3/2015,4:59 PM,SERVICE,A staff member was treated and released after sustaining an abrasion to her foot.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,4:03 PM,28TH ST & UNIVERSITY AV,1500437,2/3/2015,3:55 PM,PROPERTY,Several baggies containing possible marijuana were confiscated from a suspect.,THEFT,Wednesday
2/3/2015,6:08 PM,UNIVERSITY GATEWAY APARTMENTS,1500438,2/3/2015,4:00 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Wednesday
2/3/2015,6:56 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500439,2/3/2015,1:08 PM,SERVICE,A student was transported to a local hospital for psychiatric evaluation.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,8:33 PM,THE LORENZO APARTMENTS,1500440,2/3/2015,6:02 PM,THEFT-PETTY,A suspect removed a cellular phone and a key.,THEFT,Wednesday
2/3/2015,9:02 PM,30TH ST & HOOVER ST,1500441,2/3/2015,3:30 PM,TRAFFIC,A student was struck by a vehicle while riding his bicycle.  The student sustained lacerations and was provided first aid.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,5:54 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500442,2/3/2015,9:02 PM,DISTURBANCE,A staff member reported that she was harassed by a student.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,10:34 PM,REGAL TROJAN ARMS,1500443,2/3/2015,5:54 PM,SERVICE,A student was transported to a local hospital for psychiatric evaluation.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/3/2015,12:16 AM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500444,2/3/2015,10:00 PM,PROPERTY,A student reported that a hair dryer was damaged when it fell in a puddle of water.,THEFT,Wednesday
2/4/2015,12:28 AM,THOMAS & DOROTHY LEAVEY LIBRARY,1500445,2/4/2015,12:01 AM,THEFT-PETTY,A suspect removed a wallet.,THEFT,Thursday
2/4/2015,5:50 AM,TROY HALL,1500446,2/4/2015,12:20 AM,FIRE,A carbon monoxide detector was activated due to a malfunction.,HEALTH & SAFETY,Thursday
2/4/2015,8:17 AM,ANNENBERG HOUSE,1500448,2/2/2015,8:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Tuesday
2/4/2015,7:40 AM,HOFFMAN CONTRACTS RESEARCH BUILDING,1500449,2/4/2015,5:30 PM,VANDALISM,A suspect spray painted graffiti on a University vehicle.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,9:48 AM,GRACE FORD SALVATORI HALL OF LETTERS ARTS & SCIENCE,1500450,2/2/2015,3:35 PM,PROPERTY,A faculty member reported her laptop computer missing.,THEFT,Tuesday
2/4/2015,11:30 AM,HEALTHCARE CENTER 2,1500451,2/4/2015,11:30 AM,SERVICE,A non-USC female was treated and released after suffering a seizure.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,12:34 PM,VON KLEINSMID CENTER FOR INTERNATIONAL & PUBLIC AF,1500452,2/4/2015,11:00 AM,PROPERTY,A student reported his bicycle missing.,THEFT,Thursday
2/4/2015,12:46 PM,ANNENBERG HOUSE,1500453,2/4/2015,12:03 PM,TRAFFIC,"A staff member backed a University vehicle into a fire hose box, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,12:26 PM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTITUTE,1500454,2/4/2015,9:30 AM,PROPERTY,A non-USC female reported her laptop computer missing.,THEFT,Thursday
2/4/2015,1:39 PM,JEFFERSON BL & ORCHARD AV,1500455,2/4/2015,12:00 PM,PROPERTY,A wallet was found at the location and turned in to DPS Lost & Found.,THEFT,Thursday
2/4/2015,4:01 PM,JEFFERSON BL & MCCLINTOCK AV,1500456,2/4/2015,4:01 PM,PROPERTY,An abandoned bicycle was found at the location and impounded at the DPS office.,THEFT,Thursday
2/4/2015,3:47 PM,UNIVERSITY GATEWAY APARTMENTS,1500457,2/4/2015,3:35 PM,SERVICE,"A suspect was detained for investigation following a report of a man with a gun at the location, but a weapon could not be found.",ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,12:36 PM,PARKING STRUCTURE D,1500458,2/4/2015,8:20 AM,PROPERTY,Rebar protruding from a parking block damaged the air dam on a non-USC female's vehicle.,THEFT,Thursday
2/4/2015,4:50 PM,KECK HOSPITAL OF USC,1500459,2/4/2015,4:45 PM,DISTURBANCE,A non-USC male was verbally abusive toward staff members in the lobby of the location.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,2:20 PM,29TH ST & ELLENDALE PL,1500460,2/4/2015,2:20 PM,ALCOHOL,A non-USC male was arrested for being drunk in public.,SUBSTANCE ABUSE,Thursday
2/4/2015,5:23 PM,ANNENBERG SCHOOL FOR COMMUNICATION,1500461,2/4/2015,5:15 PM,SERVICE,A student was transported to SHC for medical treatment following an injury to his eye.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,8:00 PM,KECK HOSPITAL OF USC,1500462,2/4/2015,6:00 PM,PROPERTY,A staff member reported her cellular phone missing.,THEFT,Thursday
2/4/2015,7:53 PM,PARKING STRUCTURE C,1500463,2/4/2015,7:50 PM,HEALTH & SAFETY,A student was cited to Judicial Affairs for smoking marijuana at the location.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,9:07 PM,JEFFERSON BL & FIGUEROA ST,1500465,2/4/2015,9:07 PM,TRAFFIC,"Six students were involved in a multi vehicle collision at the location, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,2:15 PM,KECK HOSPITAL OF USC,1500466,2/4/2015,2:15 PM,DISTURBANCE,Relatives of a patient were involved in a dispute at the location.,ADMIN/SERVICE/COMPLAINT,Thursday
2/4/2015,11:50 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500468,2/5/2015,11:30 PM,BURGLARY,A suspect was arrested for removing backpacks from the location.,THEFT,Friday
2/4/2015,11:50 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500468,2/4/2015,11:30 PM,BURGLARY,A suspect was arrested for removing backpacks from the location.,THEFT,Thursday
2/4/2015,10:22 PM,28TH ST & SEVERANCE ST,1500469,2/4/2015,10:30 PM,ALCOHOL,A student was cited for underage drinking.,SUBSTANCE ABUSE,Thursday
2/5/2015,9:05 AM,SEELEY WINTERSMITH MUDD MEMORIAL HALL OF PHILOSOPHY,1500470,2/5/2015,9:03 AM,SERVICE,A female student collided into a bollard sustaining abrasions on her elbow and ankle.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,12:05 PM,OUTSIDE USC AREA,1500471,2/5/2015,9:40 AM,TRAFFIC,USC Tram driver reported being involved in a traffic incident.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,12:44 PM,ELVON & MABEL MUSICK LAW BUILDING CENTER,1500473,2/5/2015,1:05 PM,SERVICE,A female student fell down a flight of stairs. The student was transported to student health.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,2:03 PM,GALEN EVENT CENTER,1500474,2/5/2015,12:40 PM,TRAFFIC,A student was involved in a traffic collision of four vehicles. No injuries.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,3:18 PM,GWYNN WILSON STUDENT UNION,1500475,2/5/2015,2:00 PM,SERVICE,An unknown person kicked a restroom stall door causing it to hit a male student on his forehead. The student was transported to student health.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,3:33 PM,2215 TOBERMAN ST,1500476,2/1/2015,6:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Monday
2/5/2015,3:40 PM,HENRY SALVATORI COMPUTER SCIENCE CENTER,1500477,1/27/2015,2:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Wednesday
2/5/2015,4:15 PM,KECK HOSPITAL OF USC,1500478,2/5/2015,3:40 PM,SERVICE,A patient experiencing breathing problems was transported to an urgent care facility.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,3:41 PM,AMERICAN BUTTON MANUFACTURING,1500479,1/31/2015,9:15 AM,HARASSMENT,A staff member reported receiving annoying phone calls from a person she did not know.,NON-PHYSICAL,Sunday
2/5/2015,5:31 PM,ELLENDALE TROJAN APTS.,1500480,1/29/2015,11:00 PM,EXTORTION,A former friend of a student threatened to embarrass her on social media if she continued to ignore him.,NON-PHYSICAL,Friday
2/5/2015,1:45 PM,PARKSIDE APARTMENTS I,1500481,12/13/2014,11:00 AM,PROPERTY,A student reported his bicycle missing.,THEFT,Sunday
2/5/2015,5:35 PM,JEFFERSON BL & FLOWER ST,1500482,2/5/2015,1:45 PM,THEFT-PETTY,A suspect was seen taking a bicycle by a staff member. The staff member notified DPS. The suspect was later arrested for theft.,THEFT,Friday
2/5/2015,5:27 PM,RAY & NADINE WATT HALL OF ARCHITECTURE & FINE ARTS,1500483,2/5/2015,5:35 PM,SERVICE,A student was transported to a local hospital after complaining of stomach pains.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,9:22 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500484,2/5/2015,5:00 PM,SERVICE,A student requested transportation to a hospital.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,12:34 AM,36TH ST & VERMONT AV,1500485,2/5/2015,4:45 PM,SERVICE,An unknown female approached a female student to ask if she would deposit a check in exchange for cash. The student agreed and later discovered that the check was false.,ADMIN/SERVICE/COMPLAINT,Friday
2/5/2015,2:21 AM,ENTRANCE GATE 3,1500487,2/6/2015,12:34 AM,SERVICE,A wallet that contained multiple identification and credit cards was booked into lost and found.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,1:41 AM,MAY ORMEROD HARRIS RESIDENCE HALL,1500488,2/6/2015,2:20 AM,NARCOTICS,A resident and his guest were warned about smoking marijuana in a dorm room.,SUBSTANCE ABUSE,Saturday
2/6/2015,12:45 AM,THOMAS & DOROTHY LEAVEY LIBRARY,1500489,2/6/2015,1:35 AM,OBSCENE ACTIVITY,A female student reported that an unknown male sat near her and began masturbating.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,2:52 AM,OFF CAMPUS CHECK - AREA D,1500490,2/6/2015,1:00 AM,ALCOHOL,A non-USC male fled from an overturned vehicle and was apprehended and arrested for drunk in public.,SUBSTANCE ABUSE,Saturday
2/6/2015,1:49 AM,PARKING STRUCTURE D,1500491,2/6/2015,2:50 AM,OFFICER STATUS,Five students were cited for unauthorized use of a golf cart.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,4:31 AM,28TH ST & SEVERANCE ST,1500492,2/6/2015,1:35 AM,DISTURBANCE,Two intoxicated students were involved in a physical altercation.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,8:41 AM,2809 ELLENDALE PL,1500494,2/6/2015,8:38 AM,TRAFFIC,"A student rode her bicycle into a non-USC male's parked vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,11:47 AM,TROY HALL,1500495,2/6/2015,8:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Saturday
2/6/2015,1:02 PM,FOUNDERS APARTMENTS,1500496,2/2/2015,12:30 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Tuesday
2/6/2015,11:52 AM,WILLARD KEITH ADMINISTRATION & MEDICAL FORUM BUILD,1500497,1/31/2015,12:01 AM,SERVICE,A student reported that the subject of an expired restraining order attempted to contact her through a relative.,ADMIN/SERVICE/COMPLAINT,Sunday
2/6/2015,1:36 PM,OUTSIDE USC AREA,1500498,1/10/2015,12:00 AM,PROPERTY,A student reported his passport missing.,THEFT,Sunday
2/6/2015,2:30 PM,KAPPA SIGMA,1500499,2/6/2015,4:18 PM,SERVICE,A former student posted a vaguely threatening statement about his fraternity on a social media site.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,4:13 PM,HEALTHCARE CENTER 2,1500501,2/6/2015,8:20 AM,SERVICE,A non-USC female was transported to a local hospital for medical treatment after experiencing chest pains and numbness in her extremities.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,5:18 PM,KATHERINE B. LOKER TRACK STADIUM,1500502,2/6/2015,8:00 PM,PROPERTY,A student reported his cellular phone missing.,THEFT,Saturday
